cluster,上牌量
0,0.04219310538874851
1,0.010940417176334255
2,0.00820317579229639
3,0.009386915683611682
4,0.006035573615640985
5,0.033328921341539634
6,0.07593044586182812
7,0.024988370683960145
8,0.3423888689232298
9,0.017208134087909516
10,0.06261345210718143
11,0.020532886009745264
12,0.018714198524924078
13,0.05586669592415064
